rank,name,long_name,short_name,ticker,country,sector,industry,exchange_code,exchange_name,market,quote_type,listing_currency,hq_city,hq_state,hq_country,website,employees,founded_year,first_trade_date,market_cap_04_08_2025,price_04_08_2025,market_cap_current,price_current,price_file_hourly,hourly_rows,hourly_start,hourly_end,price_file_daily,daily_rows,daily_start,daily_end,data_available
65,GlobalWafers,"GlobalWafers Co., Ltd.",GLOBALWAFERS CO LTD,6488.TWO,Taiwan,Technology,Semiconductors,TWO,Taipei Exchange,tw_market,EQUITY,TWD,Hsinchu City,,Taiwan,https://www.sas-globalwafers.com,,1981.0,2014-10-30,5543815178,11.5952,482894872576.0,1010.0,price/Taiwan/6488.TWO.csv,3639,2023-08-15 09:00:00+08:00,2026-08-14 13:00:00+08:00,price_daily/Taiwan/6488.TWO.csv,2869,2014-10-30 00:00:00+08:00,2026-08-14 00:00:00+08:00,True
66,Galaxycore,GalaxyCore Inc.,GALAXYCORE INC,688728.SS,China,Technology,Semiconductors,SHH,Shanghai,cn_market,EQUITY,CNY,Shanghai,,China,https://www.gcoreinc.com,2364.0,2003.0,2021-08-18,5542607870,2.13129,42077495296.0,16.18,price/China/688728.SS.csv,3854,2023-08-10 09:30:00+08:00,2026-08-14 14:30:00+08:00,price_daily/China/688728.SS.csv,1209,2021-08-18 00:00:00+08:00,2026-08-14 00:00:00+08:00,True
67,Bestechnic,"Bestechnic (Shanghai) Co., Ltd.",BESTECHNIC (SHANGHAI) CO LTD,688608.SS,China,Technology,Semiconductors,SHH,Shanghai,cn_market,EQUITY,CNY,Shanghai,,China,https://www.bestechnic.com,744.0,2015.0,2020-12-16,5528348886,32.9192,25730564096.0,108.62,price/China/688608.SS.csv,3822,2023-08-10 09:30:00+08:00,2026-08-14 14:30:00+08:00,price_daily/China/688608.SS.csv,1373,2020-12-16 00:00:00+08:00,2026-08-14 00:00:00+08:00,True
68,Technoprobe,Technoprobe S.p.A.,TECHNOPROBE,TPRO.MI,Italy,Technology,Semiconductors,MIL,Milan,it_market,EQUITY,EUR,Cernusco Lombardone,LC,Italy,https://www.technoprobe.com,3238.0,1993.0,2022-02-15,5410874976,8.16138,20131641344.0,31.44,price/Italy/TPRO.MI.csv,6568,2023-09-26 09:00:00+02:00,2026-08-14 17:00:00+02:00,price_daily/Italy/TPRO.MI.csv,1141,2022-02-15 00:00:00+01:00,2026-08-14 00:00:00+02:00,True
69,Amkor Technology,"Amkor Technology, Inc.","Amkor Technology, Inc.",AMKR,United States,Technology,Semiconductor Equipment & Materials,NMS,NasdaqGS,us_market,EQUITY,USD,Tempe,AZ,United States,https://amkor.com,30800.0,1968.0,1998-05-01,5375360512,21.75,14622000128.0,58.99,price/United_States/AMKR.csv,5082,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/United_States/AMKR.csv,7116,1998-05-01 00:00:00-04:00,2026-08-14 00:00:00-04:00,True
70,SmartSens Technology,"Smartsens Technology (Shanghai) Co., Ltd.",SMARTSENS TECHNOLOGY (SHANGHAI),688213.SS,China,Technology,Semiconductors,SHH,Shanghai,cn_market,EQUITY,CNY,Shanghai,,China,https://www.smartsenstech.com,1447.0,2017.0,2022-05-20,5351503986,13.3174,39148470272.0,97.31,price/China/688213.SS.csv,3864,2023-08-10 09:30:00+08:00,2026-08-14 14:30:00+08:00,price_daily/China/688213.SS.csv,1030,2022-05-20 00:00:00+08:00,2026-08-14 00:00:00+08:00,True
71,Hwatsing Technology,"Hwatsing Technology Co., Ltd.",HWATSING TECHNOLOGY CO LTD,688120.SS,China,Technology,Semiconductor Equipment & Materials,SHH,Shanghai,cn_market,EQUITY,CNY,Tianjin,,China,https://www.hwatsing.com,2654.0,2013.0,2022-06-08,5321144728,15.0968,130730467328.0,263.42,price/China/688120.SS.csv,3854,2023-08-10 09:30:00+08:00,2026-08-14 14:30:00+08:00,price_daily/China/688120.SS.csv,1018,2022-06-08 00:00:00+08:00,2026-08-14 00:00:00+08:00,True
72,Cirrus Logic,"Cirrus Logic, Inc.","Cirrus Logic, Inc.",CRUS,United States,Technology,Semiconductors,NMS,NasdaqGS,us_market,EQUITY,USD,Austin,TX,United States,https://www.cirrus.com,1651.0,1984.0,1989-06-09,5236540928,102.08,6068734976.0,121.09,price/United_States/CRUS.csv,5081,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/United_States/CRUS.csv,9364,1989-06-09 00:00:00-04:00,2026-08-14 00:00:00-04:00,True
73,eMemory Technology,eMemory Technology Inc.,EMEMORY TECHNOLOGY INC.,3529.TWO,Taiwan,Technology,Semiconductors,TWO,Taipei Exchange,tw_market,EQUITY,TWD,Jhubei City,,Taiwan,https://www.ememory.com.tw,342.0,2000.0,2007-12-28,5154556267,69.0349,198293979136.0,2655.0,price/Taiwan/3529.TWO.csv,3636,2023-08-15 09:00:00+08:00,2026-08-14 13:00:00+08:00,price_daily/Taiwan/3529.TWO.csv,4564,2007-12-28 00:00:00+08:00,2026-08-14 00:00:00+08:00,True
74,Tower Semiconductor,Tower Semiconductor Ltd.,Tower Semiconductor Ltd.,TSEM,Israel,Technology,Semiconductors,NMS,NasdaqGS,us_market,EQUITY,USD,Migdal Haemek,,Israel,https://towersemi.com,,1993.0,1994-10-26,5132180992,44.67,30007535616.0,265.48,price/Israel/TSEM.csv,5082,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/Israel/TSEM.csv,8003,1994-10-26 00:00:00-04:00,2026-08-14 00:00:00-04:00,True
75,Rohm,"ROHM Co., Ltd.",ROHM CO LTD,6963.T,Japan,Technology,Semiconductors,JPX,Tokyo,jp_market,EQUITY,JPY,Kyoto,,Japan,https://www.rohm.com,21756.0,1940.0,2001-01-04,5013477310,12.989,1936351952896.0,5016.0,price/Japan/6963.T.csv,5086,2023-08-18 09:00:00+09:00,2026-08-14 15:00:00+09:00,price_daily/Japan/6963.T.csv,6379,2001-01-04 00:00:00+09:00,2026-08-14 00:00:00+09:00,True
76,SiTime,SiTime Corporation,SiTime Corporation,SITM,United States,Technology,Semiconductors,NGM,NasdaqGM,us_market,EQUITY,USD,Santa Clara,CA,United States,https://www.sitime.com,441.0,2003.0,2019-11-20,4968997376,193.09,21407870976.0,711.91,price/United_States/SITM.csv,5079,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/United_States/SITM.csv,1690,2019-11-20 00:00:00-05:00,2026-08-14 00:00:00-04:00,True
77,Kokusai Electric,,KOKUSAI ELECTRIC CORPORATION,6525.T,Japan,Technology,Semiconductor Equipment & Materials,JPX,Tokyo,jp_market,EQUITY,JPY,Chiyoda,,Japan,https://www.kokusai-electric.com,2609.0,1949.0,2023-10-25,4932663644,21.1422,2144097402880.0,9187.0,price/Japan/6525.T.csv,3358,2024-08-20 09:00:00+09:00,2026-08-14 15:00:00+09:00,price_daily/Japan/6525.T.csv,684,2023-10-25 00:00:00+09:00,2026-08-14 00:00:00+09:00,True
78,Nanya Technology,Nanya Technology Corporation,NANYA TECHNOLOGY CORPORATION,2408.TW,Taiwan,Technology,Semiconductors,TAI,Taiwan,tw_market,EQUITY,TWD,New Taipei City,,Taiwan,https://www.nanya.com,,1995.0,2000-08-18,4615753825,1.48961,1586497454080.0,512.0,price/Taiwan/2408.TW.csv,3639,2023-08-15 09:00:00+08:00,2026-08-14 13:00:00+08:00,price_daily/Taiwan/2408.TW.csv,6455,2000-08-18 00:00:00+08:00,2026-08-14 00:00:00+08:00,True
79,Onto Innovation,Onto Innovation Inc.,Onto Innovation Inc.,ONTO,United States,Technology,Semiconductor Equipment & Materials,NYQ,NYSE,us_market,EQUITY,USD,Wilmington,MA,United States,https://www.ontoinnovation.com,1867.0,1940.0,2019-10-28,4614702592,94.3,20275255296.0,331.71,price/United_States/ONTO.csv,5082,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/United_States/ONTO.csv,1708,2019-10-28 00:00:00-04:00,2026-08-14 00:00:00-04:00,True
80,Camtek,Camtek Ltd.,Camtek Ltd.,CAMT,Israel,Technology,Semiconductor Equipment & Materials,NGM,NasdaqGM,us_market,EQUITY,USD,Migdal Haemek,,Israel,https://www.camtek.com,709.0,1987.0,2000-07-28,4355105792,95.5,7717983232.0,165.38,price/Israel/CAMT.csv,5081,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/Israel/CAMT.csv,6550,2000-07-28 00:00:00-04:00,2026-08-14 00:00:00-04:00,True
81,Semtech,Semtech Corporation,Semtech Corporation,SMTC,United States,Technology,Semiconductors,NMS,NasdaqGS,us_market,EQUITY,USD,Camarillo,CA,United States,https://www.semtech.com,1920.0,1960.0,1980-03-17,4343908864,50.14,13073767424.0,140.35,price/United_States/SMTC.csv,5082,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/United_States/SMTC.csv,11698,1980-03-17 00:00:00-05:00,2026-08-14 00:00:00-04:00,True
82,Silergy,Silergy Corp.,SILERGY CORP,6415.TW,China,Technology,Semiconductors,TAI,Taiwan,tw_market,EQUITY,TWD,Grand Cayman,,Cayman Islands,https://www.silergy.com,,2008.0,2013-12-12,4233575888,10.9584,186409435136.0,480.0,price/China/6415.TW.csv,3639,2023-08-15 09:00:00+08:00,2026-08-14 13:00:00+08:00,price_daily/China/6415.TW.csv,3087,2013-12-12 00:00:00+08:00,2026-08-14 00:00:00+08:00,True
83,Silicon Labs,Silicon Laboratories Inc.,"Silicon Laboratories, Inc.",SLAB,United States,Technology,Semiconductors,NMS,NasdaqGS,us_market,EQUITY,USD,Austin,TX,United States,https://www.silabs.com,1930.0,1996.0,2000-03-24,4194270720,128.77,7287633920.0,218.41,price/United_States/SLAB.csv,5079,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/United_States/SLAB.csv,6637,2000-03-24 00:00:00-05:00,2026-08-14 00:00:00-04:00,True
84,Maruwa,"Maruwa Co.,Ltd.",MARUWA CO LTD,5344.T,Japan,Technology,Electronic Components,JPX,Tokyo,jp_market,EQUITY,JPY,Owariasahi,,Japan,https://www.maruwa-g.com,2328.0,1973.0,2001-01-01,3791537834,307.258,752854040576.0,61010.0,price/Japan/5344.T.csv,5087,2023-08-18 09:00:00+09:00,2026-08-14 15:00:00+09:00,price_daily/Japan/5344.T.csv,6382,2001-01-01 00:00:00+09:00,2026-08-14 00:00:00+09:00,True
85,Espressif Systems (Shanghai),"Espressif Systems (Shanghai) Co., Ltd.",ESPRESSIF SYSTEMS (SHANGHAI) CO,688018.SS,China,Technology,Semiconductors,SHH,Shanghai,cn_market,EQUITY,CNY,Shanghai,,China,https://www.espressif.com/zh-hans/home,954.0,2008.0,2019-07-22,3486900699,22.2517,26251042816.0,112.0,price/China/688018.SS.csv,3808,2023-08-10 09:30:00+08:00,2026-08-14 14:30:00+08:00,price_daily/China/688018.SS.csv,1715,2019-07-22 00:00:00+08:00,2026-08-14 00:00:00+08:00,True
86,"ASMPT
 (ASM Pacific Technology)",ASMPT Limited,ASMPT,0522.HK,Hong Kong,Technology,Semiconductor Equipment & Materials,HKG,HKSE,hk_market,EQUITY,HKD,Singapore,,Singapore,https://www.asmpt.com,9000.0,1975.0,2000-07-04,3458919013,8.30594,73812467712.0,176.0,price/Hong_Kong/0522.HK.csv,5062,2023-08-23 09:30:00+08:00,2026-08-14 15:30:00+08:00,price_daily/Hong_Kong/0522.HK.csv,6503,2000-07-04 00:00:00+08:00,2026-08-14 00:00:00+08:00,True
87,Socionext,Socionext Inc.,SOCIONEXT INC,6526.T,Japan,Industrials,Electrical Equipment & Parts,JPX,Tokyo,jp_market,EQUITY,JPY,Yokohama,,Japan,https://www.socionext.com,2469.0,2014.0,2022-10-12,3299416807,18.8393,371350044672.0,2118.5,price/Japan/6526.T.csv,5090,2023-08-18 09:00:00+09:00,2026-08-14 15:00:00+09:00,price_daily/Japan/6526.T.csv,940,2022-10-12 00:00:00+09:00,2026-08-14 00:00:00+09:00,True
88,Melexis NV,Melexis NV,MELEXIS,MELE.BR,Belgium,Technology,Semiconductors,BRU,Brussels,be_market,EQUITY,EUR,Ieper,,Belgium,https://www.melexis.com,2000.0,1988.0,2002-05-17,3187296472,76.7147,2785937408.0,70.75,price/Belgium/MELE.BR.csv,6556,2023-10-04 09:00:00+02:00,2026-08-14 17:00:00+02:00,price_daily/Belgium/MELE.BR.csv,6221,2002-05-17 00:00:00+02:00,2026-08-14 00:00:00+02:00,True
89,Sumco Corporation,Sumco Corporation,SUMCO CORPORATION,3436.T,Japan,Technology,Semiconductor Equipment & Materials,JPX,Tokyo,jp_market,EQUITY,JPY,Minato,,Japan,https://www.sumcosi.com,9714.0,1999.0,2003-08-15,2753084838,7.87252,1370950729728.0,3920.0,price/Japan/3436.T.csv,5072,2023-08-18 09:00:00+09:00,2026-08-14 15:00:00+09:00,price_daily/Japan/3436.T.csv,5698,2003-08-15 00:00:00+09:00,2026-08-14 00:00:00+09:00,True
90,Ambarella,"Ambarella, Inc.","Ambarella, Inc.",AMBA,United States,Technology,Semiconductor Equipment & Materials,NMS,NasdaqGS,us_market,EQUITY,USD,Santa Clara,CA,United States,https://www.ambarella.com,959.0,2004.0,2012-10-10,2703474688,63.74,3598945792.0,82.04,price/United_States/AMBA.csv,5081,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/United_States/AMBA.csv,3480,2012-10-10 00:00:00-04:00,2026-08-14 00:00:00-04:00,True
91,Power Integrations,"Power Integrations, Inc.","Power Integrations, Inc.",POWI,United States,Technology,Semiconductors,NMS,NasdaqGS,us_market,EQUITY,USD,San Jose,CA,United States,https://www.power.com,877.0,1988.0,1997-12-12,2681106944,47.63,3506049280.0,62.75,price/United_States/POWI.csv,5082,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/United_States/POWI.csv,7211,1997-12-12 00:00:00-05:00,2026-08-14 00:00:00-04:00,True
92,Nordic Semiconductor,Nordic Semiconductor ASA,NORDIC SEMICONDUCTOR,NOD.OL,Norway,Technology,Semiconductors,OSL,Oslo,no_market,EQUITY,NOK,Trondheim,,Norway,https://www.nordicsemi.com,1465.0,1983.0,2000-01-03,2602713524,13.7008,33605398528.0,169.9,price/Norway/NOD.OL.csv,5829,2023-09-14 09:00:00+02:00,2026-08-14 16:00:00+02:00,price_daily/Norway/NOD.OL.csv,6747,2000-01-03 00:00:00+01:00,2026-08-14 00:00:00+02:00,True
93,Silicon Motion,Silicon Motion Technology Corporation,Silicon Motion Technology Corpo,SIMO,Hong Kong,Technology,Semiconductors,NMS,NasdaqGS,us_market,EQUITY,USD,Hong Kong,,Hong Kong,https://www.siliconmotion.com,2009.0,1995.0,2005-06-30,2597034240,76.42,9117794304.0,268.9,price/Hong_Kong/SIMO.csv,5082,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/Hong_Kong/SIMO.csv,5314,2005-06-30 00:00:00-04:00,2026-08-14 00:00:00-04:00,True
94,VisEra Technologies,VisEra Technologies Company Ltd.,VISERA TECHNOLOGIES COMPANY LTD,6789.TW,Taiwan,Technology,Semiconductors,TAI,Taiwan,tw_market,EQUITY,TWD,Hsinchu City,,Taiwan,https://www.viseratech.com,1562.0,2003.0,2021-04-06,2491464738,7.84182,140847349760.0,442.5,price/Taiwan/6789.TW.csv,3639,2023-08-15 09:00:00+08:00,2026-08-14 13:00:00+08:00,price_daily/Taiwan/6789.TW.csv,1305,2021-04-07 00:00:00+08:00,2026-08-14 00:00:00+08:00,True
95,Rorze Corporation,Rorze Corporation,RORZE CORP,6323.T,Japan,Technology,Semiconductor Equipment & Materials,JPX,Tokyo,jp_market,EQUITY,JPY,Fukuyama,,Japan,https://www.rorze.com,4435.0,1966.0,2000-01-04,2306446209,13.2392,752173449216.0,4337.0,price/Japan/6323.T.csv,5075,2023-08-18 09:00:00+09:00,2026-08-14 15:00:00+09:00,price_daily/Japan/6323.T.csv,6641,2000-01-04 00:00:00+09:00,2026-08-14 00:00:00+09:00,True
96,FormFactor,"FormFactor, Inc.","FormFactor, Inc.",FORM,United States,Technology,Semiconductor Equipment & Materials,NMS,NasdaqGS,us_market,EQUITY,USD,Livermore,CA,United States,https://www.formfactor.com,2153.0,1993.0,2003-06-12,2229826048,28.93,10258847744.0,131.6,price/United_States/FORM.csv,5082,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/United_States/FORM.csv,5831,2003-06-12 00:00:00-04:00,2026-08-14 00:00:00-04:00,True
97,Axcelis Technologies,"Axcelis Technologies, Inc.","Axcelis Technologies, Inc.",ACLS,United States,Technology,Semiconductor Equipment & Materials,NMS,NasdaqGS,us_market,EQUITY,USD,Beverly,MA,United States,https://www.axcelis.com,1465.0,1978.0,2000-07-11,2208903168,68.75,4328040448.0,140.15,price/United_States/ACLS.csv,5082,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/United_States/ACLS.csv,6563,2000-07-11 00:00:00-04:00,2026-08-14 00:00:00-04:00,True
98,Vishay Intertechnology,"Vishay Intertechnology, Inc.","Vishay Intertechnology, Inc.",VSH,United States,Technology,Semiconductors,NYQ,NYSE,us_market,EQUITY,USD,Malvern,PA,United States,https://www.vishay.com,22600.0,1962.0,1980-03-17,2166152960,15.98,5380541440.0,35.08,price/United_States/VSH.csv,5082,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/United_States/VSH.csv,11698,1980-03-17 00:00:00-05:00,2026-08-14 00:00:00-04:00,True
99,Powerchip Semiconductor Manufacturing,Powerchip Semiconductor Manufacturing Corporation,POWERCHIP SEMICONDUCTOR MANUFAC,6770.TW,Taiwan,Technology,Semiconductors,TAI,Taiwan,tw_market,EQUITY,TWD,Hsinchu City,,Taiwan,https://www.powerchip.com,,2008.0,2020-12-09,2150050649,0.511059,338346442752.0,78.4,price/Taiwan/6770.TW.csv,3639,2023-08-15 09:00:00+08:00,2026-08-14 13:00:00+08:00,price_daily/Taiwan/6770.TW.csv,1378,2020-12-09 00:00:00+08:00,2026-08-14 00:00:00+08:00,True
100,Sino-American Silicon Products,Sino-American Silicon Products Inc.,SINO-AMERICAN SILICON PRODUCTS ,5483.TWO,Taiwan,Technology,Semiconductor Equipment & Materials,TWO,Taipei Exchange,tw_market,EQUITY,TWD,Hsinchu City,,Taiwan,https://www.saswafer.com,,1981.0,2007-12-31,2099381591,3.41823,115464273920.0,188.0,price/Taiwan/5483.TWO.csv,3639,2023-08-15 09:00:00+08:00,2026-08-14 13:00:00+08:00,price_daily/Taiwan/5483.TWO.csv,4562,2007-12-31 00:00:00+08:00,2026-08-14 00:00:00+08:00,True
101,ACM Research,"ACM Research, Inc.","ACM Research, Inc.",ACMR,United States,Technology,Semiconductor Equipment & Materials,NGM,NasdaqGM,us_market,EQUITY,USD,Fremont,CA,United States,https://www.acmr.com,2513.0,1998.0,2017-11-02,1882725376,29.48,5601188352.0,80.42,price/United_States/ACMR.csv,5082,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/United_States/ACMR.csv,2206,2017-11-02 00:00:00-04:00,2026-08-14 00:00:00-04:00,True
102,Aixtron,AIXTRON SE,AIXTRON SE                    N,AIXA.F,Germany,Technology,Semiconductor Equipment & Materials,FRA,Frankfurt,dr_market,EQUITY,EUR,Herzogenrath,,Germany,https://www.aixtron.com,1035.0,1983.0,2007-12-28,1869481963,16.438,4674973696.0,41.45,price/Germany/AIXA.F.csv,5097,2023-09-28 08:00:00+02:00,2026-08-14 17:00:00+02:00,price_daily/Germany/AIXA.F.csv,4728,2007-12-28 00:00:00+01:00,2026-08-14 00:00:00+02:00,True
103,Elmos Semiconductor,Elmos Semiconductor SE,Elmos Semiconductor SE        I,ELG.DE,Germany,Technology,Semiconductors,GER,XETRA,de_market,EQUITY,EUR,Leverkusen,,Germany,https://www.elmos.com,1204.0,1984.0,1999-10-13,1727064368,100.749,2611300352.0,151.6,price/Germany/ELG.DE.csv,6458,2023-09-28 09:00:00+02:00,2026-08-14 17:00:00+02:00,price_daily/Germany/ELG.DE.csv,6859,1999-10-13 00:00:00+02:00,2026-08-14 00:00:00+02:00,True
104,Kulicke and Soffa Industries,"Kulicke and Soffa Industries, Inc.","Kulicke and Soffa Industries, I",KLIC,Singapore,Technology,Semiconductor Equipment & Materials,NMS,NasdaqGS,us_market,EQUITY,USD,Singapore,,Singapore,https://www.kns.com,2551.0,1951.0,1973-02-21,1704976128,32.31,5185291776.0,99.09,price/Singapore/KLIC.csv,5082,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/Singapore/KLIC.csv,13484,1973-02-21 00:00:00-05:00,2026-08-14 00:00:00-04:00,True
105,Soitec,Soitec SA,SOITEC,SOI.PA,France,Technology,Semiconductor Equipment & Materials,PAR,Paris,fr_market,EQUITY,EUR,Bernin,,France,https://www.soitec.com,1961.0,1992.0,1998-11-13,1588129555,42.6513,4618092544.0,129.2,price/France/SOI.PA.csv,6556,2023-10-04 09:00:00+02:00,2026-08-14 17:00:00+02:00,price_daily/France/SOI.PA.csv,7134,1998-11-13 00:00:00+01:00,2026-08-14 00:00:00+02:00,True
106,Navitas Semiconductor,Navitas Semiconductor Corporation,Navitas Semiconductor Corporati,NVTS,Ireland,Technology,Semiconductors,NGM,NasdaqGM,us_market,EQUITY,USD,Torrance,CA,United States,https://navitassemi.com,190.0,2014.0,2021-10-20,1528192640,7.96,3772800768.0,14.45,price/Ireland/NVTS.csv,5082,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/Ireland/NVTS.csv,1209,2021-10-20 00:00:00-04:00,2026-08-14 00:00:00-04:00,True
107,Himax,"Himax Technologies, Inc.","Himax Technologies, Inc.",HIMX,Taiwan,Technology,Semiconductors,NMS,NasdaqGS,us_market,EQUITY,USD,Tainan City,,Taiwan,https://www.himax.com.tw,2200.0,2001.0,2006-03-31,1512997376,8.65,2656506624.0,15.23,price/Taiwan/HIMX.csv,5082,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/Taiwan/HIMX.csv,5125,2006-03-31 00:00:00-05:00,2026-08-14 00:00:00-04:00,True
108,Siltronic,Siltronic AG,Siltronic AG                  N,WAF.F,Germany,Technology,Semiconductors,FRA,Frankfurt,dr_market,EQUITY,EUR,Munich,,Germany,https://www.siltronic.com,4210.0,1953.0,2015-06-15,1374996203,43.5735,2904000000.0,88.0,price/Germany/WAF.F.csv,1771,2023-09-28 09:00:00+02:00,2026-08-14 08:00:00+02:00,price_daily/Germany/WAF.F.csv,2839,2015-06-15 00:00:00+02:00,2026-08-14 00:00:00+02:00,True
109,WIN Semiconductors,WIN Semiconductors Corp.,WIN SEMICONDUCTORS CORP,3105.TWO,Taiwan,Technology,Semiconductors,TWO,Taipei Exchange,tw_market,EQUITY,TWD,Taoyuan City,,Taiwan,https://www.winfoundry.com,,1999.0,2011-12-13,1217548759,2.87198,30551851008.0,378.0,price/Taiwan/3105.TWO.csv,3639,2023-08-15 09:00:00+08:00,2026-08-14 13:00:00+08:00,price_daily/Taiwan/3105.TWO.csv,3579,2011-12-13 00:00:00+08:00,2026-08-14 00:00:00+08:00,True
110,Veeco,Veeco Instruments Inc.,Veeco Instruments Inc.,VECO,United States,Technology,Semiconductor Equipment & Materials,NMS,NasdaqGS,us_market,EQUITY,USD,Plainview,NY,United States,https://www.veeco.com,1265.0,1945.0,1994-11-29,1191492608,20.44,3203193344.0,52.4,price/United_States/VECO.csv,5082,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/United_States/VECO.csv,7980,1994-11-29 00:00:00-05:00,2026-08-14 00:00:00-04:00,True
111,Photronics,"Photronics, Inc.","Photronics, Inc.",PLAB,United States,Technology,Semiconductor Equipment & Materials,NMS,NasdaqGS,us_market,EQUITY,USD,Brookfield,CT,United States,https://www.photronics.com,1900.0,1969.0,1987-03-10,1190378496,19.79,1964670336.0,33.32,price/United_States/PLAB.csv,5082,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/United_States/PLAB.csv,9934,1987-03-10 00:00:00-05:00,2026-08-14 00:00:00-04:00,True
112,Formosa Sumco Technology,Formosa Sumco Technology Corporation,FORMOSA SUMCO TECHNOLOGY CORP,3532.TW,Taiwan,Technology,Semiconductor Equipment & Materials,TAI,Taiwan,tw_market,EQUITY,TWD,Taipei,,Taiwan,https://www.fstech.com.tw,,1995.0,2007-12-10,1145087376,2.95241,138073997312.0,356.0,price/Taiwan/3532.TW.csv,3638,2023-08-15 09:00:00+08:00,2026-08-14 13:00:00+08:00,price_daily/Taiwan/3532.TW.csv,4578,2007-12-10 00:00:00+08:00,2026-08-14 00:00:00+08:00,True
113,X-FAB,X-FAB Silicon Foundries SE,X-FAB SILICON FOUNDRIES SE,XFAB.PA,Belgium,Technology,Semiconductors,PAR,Paris,fr_market,EQUITY,EUR,Tessenderlo,,Belgium,https://www.xfab.com,4000.0,1992.0,2017-04-06,1077477580,8.03458,870661760.0,6.665,price/Belgium/XFAB.PA.csv,6551,2023-10-04 09:00:00+02:00,2026-08-14 17:00:00+02:00,price_daily/Belgium/XFAB.PA.csv,2393,2017-04-06 00:00:00+02:00,2026-08-14 00:00:00+02:00,True
114,UCT (Ultra Clean Holdings),"Ultra Clean Holdings, Inc.","Ultra Clean Holdings, Inc.",UCTT,United States,Technology,Semiconductor Equipment & Materials,NMS,NasdaqGS,us_market,EQUITY,USD,Hayward,CA,United States,https://www.uct.com,6948.0,1991.0,2004-03-25,1011171136,22.3,3807271936.0,84.93,price/United_States/UCTT.csv,5081,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/United_States/UCTT.csv,5633,2004-03-25 00:00:00-05:00,2026-08-14 00:00:00-04:00,True
115,nLIGHT,"nLIGHT, Inc.","nLIGHT, Inc.",LASR,United States,Technology,Semiconductors,NMS,NasdaqGS,us_market,EQUITY,USD,Camas,WA,United States,https://www.nlight.net,800.0,2000.0,2018-04-26,994228352,20.11,3034504192.0,52.6,price/United_States/LASR.csv,5082,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/United_States/LASR.csv,2087,2018-04-26 00:00:00-04:00,2026-08-14 00:00:00-04:00,True
116,u-blox,,,UBXN.SW,Switzerland,,,,,,,,,,,,,,,939350149,125.833,,,,0,,,,0,,,False
117,TOWA Corporation,TOWA Corporation,TOWA CORP,6315.T,Japan,Technology,Semiconductor Equipment & Materials,JPX,Tokyo,jp_market,EQUITY,JPY,Kyoto,,Japan,https://www.towajapan.co.jp,2211.0,1979.0,2001-01-04,923782783,12.316,188479537152.0,2512.0,price/Japan/6315.T.csv,5087,2023-08-18 09:00:00+09:00,2026-08-14 15:00:00+09:00,price_daily/Japan/6315.T.csv,6379,2001-01-04 00:00:00+09:00,2026-08-14 00:00:00+09:00,True
118,Cohu,"Cohu, Inc.","Cohu, Inc.",COHU,United States,Technology,Semiconductor Equipment & Materials,NMS,NasdaqGS,us_market,EQUITY,USD,San Diego,CA,United States,https://www.cohu.com,2777.0,1947.0,1980-03-17,889596608,19.13,2807169024.0,59.3,price/United_States/COHU.csv,5082,2023-09-18 09:30:00-04:00,2026-08-14 15:30:00-04:00,price_daily/United_States/COHU.csv,11698,1980-03-17 00:00:00-05:00,2026-08-14 00:00:00-04:00,True
